user_id,user_name,user_password,img_address,user_type
2c6e7b33-7815-4a8e-a6bd-5e8608eef1ff,name01,test,img_sample,GENERAL
f21dd1e3-e018-4cde-b3a7-3d58ba27772a,name02,test,img_sample,GENERAL
d55b433b-79f0-4a9d-84de-66e8381e2502,name03,test,img_sample,GENERAL
fdd1b77e-8de1-4210-9116-bcabc5797b1d,name04,test,img_sample,GENERAL
832cb42a-3c37-4b07-8977-82408ed7d70c,name05,test,img_sample,GENERAL
66535083-50ca-46b0-91c5-0263adcb6570,name06,test,img_sample,GENERAL
b921acb5-4fb3-4029-b433-779922dee50f,name07,test,img_sample,GENERAL
b81582d0-e069-446e-9ac1-e01d8c925128,name08,test,img_sample,GENERAL
f39d103a-75db-4f0c-aeda-3794edbc6768,name09,test,img_sample,GENERAL
57a608a8-2e94-43b1-9006-e51dd86fb38d,name10,test,img_sample,GENERAL
ed585b0c-aa75-4a4f-afc3-b625db7dc99e,name11,test,img_sample,GENERAL
d1142c25-6eed-4bfd-a9fe-f71134c91652,name12,test,img_sample,GENERAL
fc0f0ccf-cd47-4ff7-8374-0be07bc57c65,name13,test,img_sample,GENERAL
4dff0ae8-b012-486a-8386-cb1179245490,name14,test,img_sample,GENERAL
8cbd73bb-284f-48a5-80cc-abd87d259367,name15,test,img_sample,GENERAL
aa92692d-ced1-4905-9a2b-adc22f0a356c,name16,test,img_sample,GENERAL
c52f8707-fba9-4da7-9ed2-9b1067a5619a,name17,test,img_sample,GENERAL
9e594828-4a80-4504-8236-636862ae2e47,name18,test,img_sample,GENERAL
a0f39386-9a8a-4aeb-9301-7edbf3de47a6,name19,test,img_sample,GENERAL
da77c74f-28d1-4e22-b5a5-3f40e3e5f6b4,name20,test,img_sample,GENERAL
7fb911f2-41d1-43e4-8834-e66ec989a9d4,name21,test,img_sample,GENERAL
447bade2-e78d-47ec-b34c-3be139185dc3,name22,test,img_sample,GENERAL
1659f5ef-d0a2-4316-afa2-d76fa60a91d5,name23,test,img_sample,GENERAL
200488ae-e44c-4ebe-9280-ea3a40652fc8,name24,test,img_sample,GENERAL
1f137f91-fa50-4fe2-856e-fee19e0eea7d,name25,test,img_sample,GENERAL
4c9b3789-c819-4215-8914-b1f64e75814b,name26,test,img_sample,GENERAL
576afa35-40f3-47e7-b9e3-d505deea79aa,name27,test,img_sample,GENERAL
039820e1-bd1c-44d1-b962-cb0e7df24c20,name28,test,img_sample,GENERAL
0443c298-a07d-4073-8dc1-bd09f7010334,name29,test,img_sample,GENERAL
d2c12209-2c7e-4d69-af96-ae6a041e05fa,name30,test,img_sample,GENERAL
test,test,test,img_sample,GENERAL
admin,admin,admin,img_sample,OPERATION_MANAGER
tadmin,tadmin,tadmin,img_sample,TALENT_MANAGER
